Year,Region,District,Cycle,Number of households,3 to 11 months male,3 to 11 months female,12 to 59 months male,12 to 59 months female,Facilities
2019,Bono East,DISTRICT7523,3,2285,1456,3973,673,1852,FAC5752
2019,Bono East,DISTRICT7523,4,5370,743,4367,1031,2737,FAC5752
2019,Oti,DISTRICT6498,1,4146,895,988,1996,3099,FAC3467
2019,Oti,DISTRICT6498,2,5990,540,3919,1668,3224,FAC3467
2019,Oti,DISTRICT6498,3,3975,1012,2482,1385,3251,FAC3467
2019,Oti,DISTRICT6498,4,1948,1236,4768,1718,3978,FAC3467
2019,Oti,DISTRICT5581,1,4681,927,1440,1955,2997,FAC9071
2019,Oti,DISTRICT5581,2,7206,1225,1321,1536,2897,FAC9071
2019,Oti,DISTRICT5581,3,3163,1827,4005,1748,1207,FAC9071
2019,Oti,DISTRICT5581,4,3482,1869,2170,1793,2625,FAC9071
2019,Oti,DISTRICT5581,1,9274,789,1975,1544,3007,FAC4729
2019,Oti,DISTRICT5581,2,1632,1474,4523,1271,1163,FAC4729
2019,Oti,DISTRICT5581,3,4329,993,4390,1698,3883,FAC4729
2019,Oti,DISTRICT5581,4,3404,700,4725,1214,3567,FAC4729
2019,Oti,DISTRICT3995,1,9706,885,4729,1997,4247,FAC6921
2019,Oti,DISTRICT3995,2,7784,625,4941,1800,2334,FAC6921
2019,Oti,DISTRICT3995,3,6796,908,3304,1840,1646,FAC6921
2019,Oti,DISTRICT3995,4,2918,1953,4743,521,4816,FAC6921
2019,Oti,DISTRICT3995,1,6224,702,4150,927,3022,FAC9179
2019,Oti,DISTRICT3995,2,6342,1290,2244,1716,1617,FAC9179
2019,Oti,DISTRICT3995,3,2482,1794,2043,954,2530,FAC9179
2019,Oti,DISTRICT3995,4,8983,1628,941,1530,3330,FAC9179
2019,Oti,DISTRICT3995,1,5514,1769,1872,540,1719,FAC3010
2019,Oti,DISTRICT3995,2,7265,1207,4988,675,3975,FAC3010
2019,Oti,DISTRICT3995,3,9545,1094,3919,831,3235,FAC3010
2019,Oti,DISTRICT3995,4,8565,1346,2347,1013,4519,FAC3010
2019,Oti,DISTRICT3995,1,1973,1620,1716,1426,4529,FAC4770
2019,Oti,DISTRICT3995,2,7114,1221,4872,579,3523,FAC4770
2019,Oti,DISTRICT3995,3,1798,1131,3645,1889,3155,FAC4770
2019,Oti,DISTRICT3995,4,2916,1745,2327,1003,1409,FAC4770
2019,Oti,DISTRICT3995,1,6997,1965,2027,1370,1118,FAC3900
2019,Oti,DISTRICT3995,2,7191,1206,4390,1550,2530,FAC3900
2019,Oti,DISTRICT3995,3,2608,1680,3116,1877,1044,FAC3900
2019,Oti,DISTRICT3995,4,2333,1341,4989,1700,915,FAC3900
2019,Ahafo,DISTRICT9291,1,3224,1243,1436,1563,1389,FAC1130
2019,Ahafo,DISTRICT9291,2,7613,1221,3354,1007,1599,FAC1130
2019,Ahafo,DISTRICT9291,3,7254,1051,1985,1719,2214,FAC1130
2019,Ahafo,DISTRICT9291,4,5678,1547,1902,1748,1421,FAC1130
2019,Ahafo,DISTRICT9291,1,2822,501,875,1297,4662,FAC2622
2019,Ahafo,DISTRICT9291,2,3722,1676,4406,887,4959,FAC2622
2019,Ahafo,DISTRICT9291,3,2947,994,1800,1541,2129,FAC2622
2019,Ahafo,DISTRICT9291,4,3412,603,1772,956,4904,FAC2622
2019,Ahafo,DISTRICT9291,1,2853,1291,1651,764,4220,FAC9956
2019,Ahafo,DISTRICT9291,2,8940,1051,3039,1859,1943,FAC9956
2019,Ahafo,DISTRICT9291,3,9735,1913,947,1327,3325,FAC9956
2019,Ahafo,DISTRICT9291,4,6554,504,3114,1925,4484,FAC9956
2019,Ahafo,DISTRICT9291,1,5822,724,2785,1865,2224,FAC5225
2019,Ahafo,DISTRICT9291,2,4082,1067,1454,1657,1262,FAC5225
2019,Ahafo,DISTRICT9291,3,4829,1987,3861,1422,4489,FAC5225
2019,Ahafo,DISTRICT9291,4,2524,845,2969,1903,2018,FAC5225
2019,Ahafo,DISTRICT9291,1,1308,1464,2157,1322,2550,FAC8345
2019,Ahafo,DISTRICT9291,2,8923,816,4151,1562,3999,FAC8345
2019,Ahafo,DISTRICT9291,3,6801,885,2348,684,3785,FAC8345
2019,Ahafo,DISTRICT9291,4,6776,738,2129,1500,2477,FAC8345
2019,Ahafo,DISTRICT6330,1,4343,1011,4268,1809,857,FAC3337
2019,Ahafo,DISTRICT6330,2,2941,530,2399,589,1576,FAC3337
2019,Ahafo,DISTRICT6330,3,2633,1106,4632,1922,2995,FAC3337
2019,Ahafo,DISTRICT6330,4,3818,774,2227,728,3894,FAC3337
2019,Ahafo,DISTRICT6330,1,9849,1784,2128,1459,1263,FAC3642
2019,Ahafo,DISTRICT6330,2,2666,1732,3867,1379,1951,FAC3642
2019,Ahafo,DISTRICT6330,3,8534,812,1789,790,2011,FAC3642
2019,Ahafo,DISTRICT6330,4,6910,1046,3207,1408,828,FAC3642
2019,Ahafo,DISTRICT6330,1,1948,617,4861,640,2136,FAC8587
2019,Ahafo,DISTRICT6330,2,7925,634,1189,1107,2992,FAC8587
2019,Ahafo,DISTRICT6330,3,2641,1669,1624,1795,4433,FAC8587
2019,Ahafo,DISTRICT6330,4,3780,1113,839,1810,4787,FAC8587
2019,Ahafo,DISTRICT6330,1,3299,790,3142,1272,3428,FAC2655
2019,Ahafo,DISTRICT6330,2,3216,1294,4591,1751,1289,FAC2655
2019,Ahafo,DISTRICT6330,3,6207,803,2180,867,4154,FAC2655
2019,Ahafo,DISTRICT6330,4,2495,863,2272,1769,3810,FAC2655
2019,Ahafo,DISTRICT6330,1,5998,1956,3250,1138,3940,FAC3892
2019,Ahafo,DISTRICT6330,2,9203,1536,1730,1984,3076,FAC3892
2019,Ahafo,DISTRICT6330,3,9907,975,1051,1633,3522,FAC3892
2019,Ahafo,DISTRICT6330,4,4941,1439,3119,1771,4483,FAC3892
2019,Ahafo,DISTRICT149,1,6256,525,2414,1378,1567,FAC1373
2019,Ahafo,DISTRICT149,2,5275,1360,4334,1964,4419,FAC1373
2019,Ahafo,DISTRICT149,3,5971,1027,3734,1816,1113,FAC1373
2019,Ahafo,DISTRICT149,4,7314,737,1676,838,3014,FAC1373
2019,Ahafo,DISTRICT149,1,5026,577,1205,500,2332,FAC6427
2019,Ahafo,DISTRICT149,2,7894,595,3182,1367,4559,FAC6427
2019,Ahafo,DISTRICT149,3,6771,1152,4243,703,3005,FAC6427
2019,Ahafo,DISTRICT149,4,8835,1801,1863,1762,4321,FAC6427
2019,Ahafo,DISTRICT149,1,3447,1056,4799,1909,1331,FAC9611
2019,Ahafo,DISTRICT149,2,2635,1250,1332,935,1386,FAC9611
2019,Ahafo,DISTRICT149,3,2125,974,2143,809,2169,FAC9611
2019,Ahafo,DISTRICT149,4,6778,992,4537,699,1160,FAC9611
2019,Western North,DISTRICT1845,1,7813,1434,1644,1918,4305,FAC8924
2019,Western North,DISTRICT1845,2,7269,735,2142,1577,2493,FAC8924
2019,Western North,DISTRICT1845,3,4688,1961,4063,1116,1363,FAC8924
2019,Western North,DISTRICT1845,4,3760,1824,2183,895,4577,FAC8924
2019,Western North,DISTRICT1845,1,5055,1047,3326,1264,4854,FAC459
2019,Western North,DISTRICT1845,2,8458,1024,2230,834,2536,FAC459
2019,Western North,DISTRICT1845,3,1821,1062,3838,607,3455,FAC459
2019,Western North,DISTRICT1845,4,5291,1394,4874,652,1313,FAC459
2019,North East,DISTRICT7319,1,4631,1234,1558,1366,3334,FAC9816
2019,North East,DISTRICT7319,2,3519,855,1408,1715,4123,FAC9816
2019,North East,DISTRICT7319,3,8956,1369,2204,980,1786,FAC9816
2019,North East,DISTRICT7319,4,9736,1770,1136,1928,1355,FAC9816
2019,North East,DISTRICT7319,1,6128,859,3862,1213,4185,FAC1809
2019,North East,DISTRICT7319,2,2357,689,2623,1284,4540,FAC1809
2019,North East,DISTRICT7319,3,7028,1170,4903,744,2994,FAC1809
2019,North East,DISTRICT7319,4,4335,1055,2954,1482,4886,FAC1809
2019,North East,DISTRICT7319,1,8221,1027,2419,1388,4429,FAC1782
2019,North East,DISTRICT7319,2,1937,782,1012,865,2625,FAC1782
2019,North East,DISTRICT7319,3,1137,879,4301,931,1558,FAC1782
2019,North East,DISTRICT7319,4,4162,532,1777,1781,1248,FAC1782
2019,North East,DISTRICT7319,1,7972,1964,1094,563,2472,FAC3303
2019,North East,DISTRICT7319,2,7439,1920,4787,910,3397,FAC3303
2019,North East,DISTRICT7319,3,9273,1995,3224,1667,2152,FAC3303
2019,North East,DISTRICT7319,4,4052,820,3858,1719,3635,FAC3303
2019,North East,DISTRICT7319,1,7832,656,4372,908,891,FAC373
2019,North East,DISTRICT7319,2,1322,1719,1161,1020,4625,FAC373
2019,North East,DISTRICT7319,3,5245,1531,1254,1683,1332,FAC373
2019,North East,DISTRICT7319,4,2362,1001,4931,727,1927,FAC373
2019,North East,DISTRICT3648,1,2898,573,3952,1851,2762,FAC5516
2019,North East,DISTRICT3648,2,6578,807,3794,680,3694,FAC5516
2019,North East,DISTRICT3648,3,7572,638,3214,740,1396,FAC5516
2019,North East,DISTRICT3648,4,7434,1616,1082,1490,2918,FAC5516
2019,North East,DISTRICT3648,1,3375,848,3349,1588,932,FAC2808
2019,North East,DISTRICT3648,2,9259,1046,1165,1048,4777,FAC2808
2019,North East,DISTRICT3648,3,3472,1624,3537,1298,2810,FAC2808
2019,North East,DISTRICT3648,4,6767,1174,4878,931,1245,FAC2808
2019,North East,DISTRICT3648,1,6136,935,1261,1921,2125,FAC3440
2019,North East,DISTRICT3648,2,1090,719,2869,1106,1926,FAC3440
2019,North East,DISTRICT3648,3,6355,1016,4644,1944,4304,FAC3440
2019,North East,DISTRICT3648,4,3877,1071,3149,1132,1578,FAC3440
2019,North East,DISTRICT5729,1,9535,1692,4995,1451,2969,FAC7801
2019,North East,DISTRICT5729,2,6765,672,3243,1888,3720,FAC7801
2019,North East,DISTRICT5729,3,2866,539,2678,1389,4606,FAC7801
2019,North East,DISTRICT5729,4,3706,962,1457,1861,1874,FAC7801
2019,North East,DISTRICT5729,1,1139,975,4047,1984,4069,FAC2237
2019,North East,DISTRICT5729,2,6555,535,3179,757,1835,FAC2237
2019,North East,DISTRICT5729,3,4195,963,1195,1357,3098,FAC2237
2019,North East,DISTRICT5729,4,1118,914,4055,1257,4591,FAC2237
2019,North East,DISTRICT5729,1,1289,516,2649,1847,2126,FAC6371
2019,North East,DISTRICT5729,2,9676,1241,1501,1594,3747,FAC6371
2019,North East,DISTRICT5729,3,8831,648,4982,745,3107,FAC6371
2019,North East,DISTRICT5729,4,2972,517,3088,1542,2547,FAC6371
2019,North East,DISTRICT5729,1,9538,1128,1926,1092,3069,FAC4831
2019,North East,DISTRICT5729,2,3088,608,1718,891,3444,FAC4831
2019,North East,DISTRICT5729,3,9727,1635,4101,501,3792,FAC4831
2019,North East,DISTRICT5729,4,3043,1102,1082,1427,1677,FAC4831
2019,North East,DISTRICT5729,1,1440,1887,4502,1107,3318,FAC9444
2019,North East,DISTRICT5729,2,3282,1043,2970,591,1306,FAC9444
2019,North East,DISTRICT5729,3,1931,1350,3988,1804,4079,FAC9444
2019,North East,DISTRICT5729,4,8880,595,4549,1491,2689,FAC9444
2019,North East,DISTRICT3788,1,7981,1313,2850,1034,4849,FAC6846
2019,North East,DISTRICT3788,2,2749,1458,1041,1349,2175,FAC6846
2019,North East,DISTRICT3788,3,2066,728,4615,1507,1059,FAC6846
2019,North East,DISTRICT3788,4,9395,1773,4411,1445,1343,FAC6846
2019,North East,DISTRICT3788,1,1099,975,2440,763,2227,FAC7374
2019,North East,DISTRICT3788,2,1814,1417,3378,854,4755,FAC7374
2019,North East,DISTRICT3788,3,8237,1968,2044,1301,2443,FAC7374
2019,North East,DISTRICT3788,4,2770,538,2933,1033,4277,FAC7374
2019,North East,DISTRICT3788,1,1161,1102,4515,1354,3052,FAC6740
2019,North East,DISTRICT3788,2,7221,1304,1454,863,3229,FAC6740
2019,North East,DISTRICT3788,3,3797,1626,2668,1265,1253,FAC6740
2019,North East,DISTRICT3788,4,1176,1631,3008,1681,4539,FAC6740
2019,North East,DISTRICT9843,1,7493,1714,1162,526,2040,FAC6398
2019,North East,DISTRICT9843,2,3474,1526,3208,843,2229,FAC6398
2019,North East,DISTRICT9843,3,7367,1202,3499,612,3339,FAC6398
2019,North East,DISTRICT9843,4,3009,1439,4525,544,1068,FAC6398
2019,North East,DISTRICT9843,1,3215,1180,1874,1426,1679,FAC6641
2019,North East,DISTRICT9843,2,9599,1830,2069,539,2068,FAC6641
2019,North East,DISTRICT9843,3,7142,1329,4624,1622,2238,FAC6641
2019,North East,DISTRICT9843,4,4200,598,1033,885,2535,FAC6641
2020,Ashanti,DISTRICT6226,1,3345,1377,1654,1458,3541,FAC3784
2020,Ashanti,DISTRICT6226,2,6069,1939,3456,1596,1800,FAC3784
2020,Ashanti,DISTRICT6226,3,6365,1311,2967,1040,4958,FAC3784
2020,Ashanti,DISTRICT6226,4,6144,1565,1491,766,1334,FAC3784
2020,Brong Ahafo,DISTRICT3034,1,9484,768,3292,1005,1951,FAC6968
2020,Brong Ahafo,DISTRICT3034,2,5785,728,1697,1144,3749,FAC6968
2020,Brong Ahafo,DISTRICT3034,3,8690,1106,2362,1270,4698,FAC6968
2020,Brong Ahafo,DISTRICT3034,4,4807,1095,3279,883,4937,FAC6968
2020,Brong Ahafo,DISTRICT7811,1,8861,883,1092,1830,3496,FAC8818
2020,Brong Ahafo,DISTRICT7811,2,7654,1517,4294,662,2698,FAC8818
2020,Brong Ahafo,DISTRICT7811,3,9403,1606,2347,1446,2192,FAC8818
2020,Brong Ahafo,DISTRICT7811,4,6204,1200,1757,1165,4774,FAC8818
2020,Brong Ahafo,DISTRICT4203,1,2752,710,1551,1096,3611,FAC998
2020,Brong Ahafo,DISTRICT4203,2,2267,1558,4714,1361,1157,FAC998
2020,Brong Ahafo,DISTRICT4203,3,6904,1250,3960,1317,4344,FAC998
2020,Brong Ahafo,DISTRICT4203,4,5843,662,4396,689,3197,FAC998
2020,Central,DISTRICT5557,1,2523,530,3919,934,2768,FAC9485
2020,Central,DISTRICT5557,2,6318,1432,1398,960,3184,FAC9485
2020,Central,DISTRICT5557,3,2925,1710,3712,1999,4513,FAC9485
2020,Central,DISTRICT5557,4,3346,613,4899,1241,1889,FAC9485
2020,Central,DISTRICT5557,1,7013,1515,2088,921,2654,FAC1718
2020,Central,DISTRICT5557,2,5132,515,1149,667,1501,FAC1718
2020,Central,DISTRICT5557,3,8693,1476,2067,679,4391,FAC1718
2020,Central,DISTRICT5557,4,6057,554,4320,1071,1882,FAC1718
2020,Central,DISTRICT5557,1,8287,602,4056,1921,2572,FAC9606
2020,Central,DISTRICT5557,2,9347,705,1134,1513,4233,FAC9606
2020,Central,DISTRICT5557,3,2268,831,4269,1128,3597,FAC9606
2020,Central,DISTRICT5557,4,3576,897,935,1234,2703,FAC9606
2020,Central,DISTRICT5557,1,9628,1344,2990,1940,1099,FAC2942
2020,Central,DISTRICT5557,2,2708,1868,4890,1491,1277,FAC2942
2020,Central,DISTRICT5557,3,7570,733,2807,923,2348,FAC2942
2020,Central,DISTRICT5557,4,9137,511,4604,638,1179,FAC2942
2020,Central,DISTRICT5557,1,1837,656,1664,775,2043,FAC5621
2020,Central,DISTRICT5557,2,6357,661,1688,909,3814,FAC5621
2020,Central,DISTRICT5557,3,6530,1644,3176,1973,3396,FAC5621
2020,Central,DISTRICT5557,4,2740,1917,1370,1429,3924,FAC5621
2020,Central,DISTRICT1161,1,3353,784,3041,1621,2020,FAC2187
2020,Central,DISTRICT1161,2,7242,1491,2614,1765,4784,FAC2187
2020,Central,DISTRICT1161,3,9698,722,2515,550,4169,FAC2187
2020,Central,DISTRICT1161,4,1496,1897,4740,1274,4960,FAC2187
2020,Eastern,DISTRICT6895,1,8391,681,1813,662,3479,FAC2962
2020,Eastern,DISTRICT6895,2,3556,1724,3663,1933,4504,FAC2962
2020,Eastern,DISTRICT6895,3,3848,1591,2006,863,2394,FAC2962
2020,Eastern,DISTRICT6895,4,1408,1123,1409,696,3602,FAC2962
2020,Eastern,DISTRICT6895,1,7222,1872,2241,1906,4187,FAC6608
2020,Eastern,DISTRICT6895,2,1246,556,2379,1272,3043,FAC6608
2020,Eastern,DISTRICT6895,3,7909,1790,3304,767,4222,FAC6608
2020,Eastern,DISTRICT6895,4,3148,1110,1807,903,825,FAC6608
2020,Eastern,DISTRICT6895,1,3635,1301,4090,1369,2262,FAC9626
2020,Eastern,DISTRICT6895,2,3324,1169,3530,1937,3550,FAC9626
2020,Eastern,DISTRICT6895,3,4597,1849,4289,923,2429,FAC9626
2020,Eastern,DISTRICT6895,4,2488,753,1732,662,3697,FAC9626
2020,Eastern,DISTRICT6895,1,3628,1482,4291,1406,3104,FAC7313
2020,Eastern,DISTRICT6895,2,9877,1770,1205,565,3624,FAC7313
2020,Eastern,DISTRICT6895,3,7992,1389,4142,951,3200,FAC7313
2020,Eastern,DISTRICT6895,4,6788,1380,3378,1119,4969,FAC7313
2020,Eastern,DISTRICT6895,1,4495,1595,4254,1250,2172,FAC825
2020,Eastern,DISTRICT6895,2,9124,1980,4897,1456,2423,FAC825
2020,Eastern,DISTRICT6895,3,6511,548,1661,1717,2978,FAC825
2020,Eastern,DISTRICT6895,4,9248,1326,983,1335,2626,FAC825
2020,Eastern,DISTRICT910,1,8313,1462,4223,756,882,FAC7985
2020,Eastern,DISTRICT910,2,1337,1316,3522,808,2166,FAC7985
2020,Eastern,DISTRICT910,3,9058,1134,3813,1240,2280,FAC7985
2020,Eastern,DISTRICT910,4,4403,849,4758,641,1621,FAC7985
2020,Eastern,DISTRICT910,1,1109,1247,2461,671,4451,FAC9881
2020,Eastern,DISTRICT910,2,3564,842,2756,1823,2026,FAC9881
2020,Eastern,DISTRICT910,3,9363,1331,2448,807,4042,FAC9881
2020,Eastern,DISTRICT910,4,2117,1536,3631,1995,2438,FAC9881
2020,Eastern,DISTRICT910,1,7782,1043,2043,1737,2351,FAC9345
2020,Eastern,DISTRICT910,2,1103,1667,2763,1143,4871,FAC9345
2020,Eastern,DISTRICT910,3,8952,1587,2551,718,3630,FAC9345
2020,Eastern,DISTRICT910,4,7429,1145,3198,1991,4806,FAC9345
2020,Eastern,DISTRICT910,1,9260,614,2275,683,2907,FAC1503
2020,Eastern,DISTRICT910,2,7084,1592,4978,1607,930,FAC1503
2020,Eastern,DISTRICT910,3,7485,1841,2626,1259,2610,FAC1503
2020,Eastern,DISTRICT910,4,9999,1358,3397,1400,3771,FAC1503
2020,Eastern,DISTRICT920,1,6575,1851,1915,1489,2587,FAC2560
2020,Eastern,DISTRICT920,2,2829,1075,3643,867,4387,FAC2560
2020,Eastern,DISTRICT920,3,3702,639,4337,571,4957,FAC2560
2020,Eastern,DISTRICT920,4,4733,1513,3740,1396,2823,FAC2560
2020,Eastern,DISTRICT920,1,8176,928,3764,1063,1053,FAC5269
2020,Eastern,DISTRICT920,2,6600,1933,1546,555,4790,FAC5269
2020,Eastern,DISTRICT920,3,6300,557,2811,1719,1673,FAC5269
2020,Eastern,DISTRICT920,4,2595,1123,3538,1809,4950,FAC5269
2020,Eastern,DISTRICT920,1,4133,588,4732,704,4133,FAC3574
2020,Eastern,DISTRICT920,2,8344,1623,4150,1702,939,FAC3574
2020,Eastern,DISTRICT920,3,5441,525,4729,1418,1462,FAC3574
2020,Eastern,DISTRICT920,4,2748,1475,2058,670,1419,FAC3574
2020,Greater Accra,DISTRICT5061,1,8551,1732,2308,1684,2645,FAC6043
2020,Greater Accra,DISTRICT5061,2,3431,1256,1129,713,2961,FAC6043
2020,Greater Accra,DISTRICT5061,3,5375,920,1982,857,2691,FAC6043
2020,Greater Accra,DISTRICT5061,4,2496,1396,3875,1241,1489,FAC6043
2020,Greater Accra,DISTRICT8864,1,7170,887,829,1376,3076,FAC2653
2020,Greater Accra,DISTRICT8864,2,2233,725,4495,1029,3305,FAC2653
2020,Greater Accra,DISTRICT8864,3,8807,658,1495,673,2838,FAC2653
2020,Greater Accra,DISTRICT8864,4,6405,1755,4987,1736,1305,FAC2653
2020,Greater Accra,DISTRICT1894,1,5474,1286,3783,1936,1737,FAC4053
2020,Greater Accra,DISTRICT1894,2,6415,1449,3646,892,4718,FAC4053
2020,Greater Accra,DISTRICT1894,3,3510,1348,1752,839,1436,FAC4053
2020,Greater Accra,DISTRICT1894,4,9593,1635,2168,1998,3490,FAC4053
2020,Greater Accra,DISTRICT1894,1,8446,1231,4729,1432,4353,FAC1851
2020,Greater Accra,DISTRICT1894,2,2858,941,1439,1457,3122,FAC1851
2020,Greater Accra,DISTRICT1894,3,2745,1839,3557,1154,3732,FAC1851
2020,Greater Accra,DISTRICT1894,4,1428,1427,2276,1748,1003,FAC1851
2020,Greater Accra,DISTRICT1894,1,6711,1903,1786,1708,3474,FAC3108
2020,Greater Accra,DISTRICT1894,2,9964,1398,4148,1332,4248,FAC3108
2020,Greater Accra,DISTRICT1894,3,5831,1760,1328,1419,1217,FAC3108
2020,Greater Accra,DISTRICT1894,4,7764,743,4763,652,3360,FAC3108
2020,Greater Accra,DISTRICT1894,1,1073,914,1960,638,2218,FAC8498
2020,Greater Accra,DISTRICT1894,2,4008,1112,4957,1059,4266,FAC8498
2020,Greater Accra,DISTRICT1894,3,3035,644,2794,1893,2825,FAC8498
2020,Greater Accra,DISTRICT1894,4,3607,1034,4091,589,4359,FAC8498
2020,Greater Accra,DISTRICT1894,1,3752,1366,2566,930,830,FAC9298
2020,Greater Accra,DISTRICT1894,2,5252,1498,4851,1717,1983,FAC9298
2020,Greater Accra,DISTRICT1894,3,2022,1943,837,947,3937,FAC9298
2020,Greater Accra,DISTRICT1894,4,1649,1546,3936,1735,2622,FAC9298
2020,Northern,DISTRICT7203,1,5825,757,2802,1218,4236,FAC7799
2020,Northern,DISTRICT7203,2,1059,1632,2631,868,3984,FAC7799
2020,Northern,DISTRICT7203,3,5576,1982,2379,1459,1669,FAC7799
2020,Northern,DISTRICT7203,4,6941,638,2491,1347,4455,FAC7799
2020,Northern,DISTRICT7203,1,6778,827,2201,1973,4126,FAC645
2020,Northern,DISTRICT7203,2,3680,1640,2208,1628,3703,FAC645
2020,Northern,DISTRICT7203,3,7495,1041,2778,1324,1408,FAC645
2020,Northern,DISTRICT7203,4,5381,672,3746,1301,2467,FAC645
2020,Northern,DISTRICT7203,1,8059,1547,3661,1046,2217,FAC3246
2020,Northern,DISTRICT7203,2,1324,1903,2616,1086,2449,FAC3246
2020,Northern,DISTRICT7203,3,4160,592,4118,775,3731,FAC3246
2020,Northern,DISTRICT7203,4,1094,1431,3203,622,2588,FAC3246
2020,Northern,DISTRICT7203,1,9801,1333,3772,598,2067,FAC3887
2020,Northern,DISTRICT7203,2,2013,1704,2788,1060,2481,FAC3887
2020,Northern,DISTRICT7203,3,1031,1626,1211,720,869,FAC3887
2020,Northern,DISTRICT7203,4,5190,980,1084,1566,4494,FAC3887
2020,Northern,DISTRICT410,1,4812,832,4762,1394,4740,FAC3093
2020,Northern,DISTRICT410,2,4392,1978,2273,1022,3148,FAC3093
2020,Northern,DISTRICT410,3,6228,584,1572,1181,3828,FAC3093
2020,Northern,DISTRICT410,4,6724,770,3971,897,1835,FAC3093
2020,Northern,DISTRICT410,1,5666,758,3925,951,2657,FAC2458
2020,Northern,DISTRICT410,2,6004,1491,1689,1703,1762,FAC2458
2020,Northern,DISTRICT410,3,8143,1642,2979,612,3686,FAC2458
2020,Northern,DISTRICT410,4,3741,1585,2730,1348,2865,FAC2458
2020,Northern,DISTRICT410,1,6340,520,3364,555,1898,FAC1631
2020,Northern,DISTRICT410,2,6852,1096,4463,900,2761,FAC1631
2020,Northern,DISTRICT410,3,9230,1500,3929,1987,2359,FAC1631
2020,Northern,DISTRICT410,4,9803,1128,3126,1722,4860,FAC1631
2020,Northern,DISTRICT6291,1,9816,1955,3074,1740,2936,FAC4187
2020,Northern,DISTRICT6291,2,1416,1753,1168,920,2237,FAC4187
2020,Northern,DISTRICT6291,3,4109,760,3743,1460,4946,FAC4187
2020,Northern,DISTRICT6291,4,6172,1950,1991,1001,3744,FAC4187
2020,Northern,DISTRICT6291,1,3673,1100,1291,1662,2496,FAC4060
2020,Northern,DISTRICT6291,2,5164,1645,4173,1052,1752,FAC4060
2020,Northern,DISTRICT6291,3,8194,926,3243,757,4160,FAC4060
2020,Northern,DISTRICT6291,4,8566,1320,1615,785,1069,FAC4060
2020,Northern,DISTRICT8941,1,3849,1030,1498,1599,2291,FAC3061
2020,Northern,DISTRICT8941,2,9608,1794,1765,540,818,FAC3061
2020,Northern,DISTRICT8941,3,9821,1124,1813,1422,1952,FAC3061
2020,Northern,DISTRICT8941,4,2767,911,1002,1803,1716,FAC3061
2020,Northern,DISTRICT8941,1,1319,1385,1675,579,2347,FAC4966
2020,Northern,DISTRICT8941,2,3002,1041,1811,528,4873,FAC4966
2020,Northern,DISTRICT8941,3,3118,1131,3621,976,3208,FAC4966
2020,Northern,DISTRICT8941,4,2990,1981,4194,1876,2012,FAC4966
2020,Northern,DISTRICT8941,1,1867,1559,2376,1712,2290,FAC472
2020,Northern,DISTRICT8941,2,9358,1608,1362,1919,2448,FAC472
2020,Northern,DISTRICT8941,3,3034,1578,3203,1704,2475,FAC472
2020,Northern,DISTRICT8941,4,4358,1459,2556,1530,4107,FAC472
2020,Northern,DISTRICT8941,1,6232,1300,2907,831,1112,FAC5280
2020,Northern,DISTRICT8941,2,7713,1881,4065,1578,2887,FAC5280
2020,Northern,DISTRICT8941,3,1945,1844,1908,1368,4247,FAC5280
2020,Northern,DISTRICT8941,4,8348,1693,2953,1382,2537,FAC5280
2020,Northern,DISTRICT8941,1,2815,1583,2657,1188,2630,FAC9766
2020,Northern,DISTRICT8941,2,7788,829,1264,1586,3906,FAC9766
2020,Northern,DISTRICT8941,3,7867,1797,3818,1207,1439,FAC9766
2020,Northern,DISTRICT8941,4,5285,1282,4295,899,1639,FAC9766
2020,Upper East,DISTRICT8371,1,2122,942,1344,598,4579,FAC7195
2020,Upper East,DISTRICT8371,2,4412,1119,3619,1566,2404,FAC7195
2020,Upper East,DISTRICT8371,3,7437,894,2200,771,3387,FAC7195
2020,Upper East,DISTRICT8371,4,1451,1594,4451,1441,1236,FAC7195
2020,Upper East,DISTRICT8371,1,6976,806,3529,1615,3440,FAC8410
2020,Upper East,DISTRICT8371,2,4981,750,1336,1358,4971,FAC8410
2020,Upper East,DISTRICT8371,3,6113,1507,1525,712,1474,FAC8410
2020,Upper East,DISTRICT8371,4,4895,1445,1567,939,1632,FAC8410
2020,Upper East,DISTRICT8211,1,9223,1906,1936,1302,3643,FAC9680
2020,Upper East,DISTRICT8211,2,7647,1857,4555,1437,4727,FAC9680
2020,Upper East,DISTRICT8211,3,6505,1688,2855,1838,3312,FAC9680
2020,Upper East,DISTRICT8211,4,9763,1194,2464,1546,1266,FAC9680
2020,Upper East,DISTRICT1943,1,5818,1143,4820,1089,1535,FAC7630
2020,Upper East,DISTRICT1943,2,8687,1918,3756,1225,889,FAC7630
2020,Upper East,DISTRICT1943,3,6026,1454,4623,1334,1032,FAC7630
2020,Upper East,DISTRICT1943,4,4700,774,4710,1885,1749,FAC7630
2020,Upper East,DISTRICT1943,1,6010,1025,1165,959,3852,FAC437
2020,Upper East,DISTRICT1943,2,6153,1476,3735,804,4581,FAC437
2020,Upper East,DISTRICT1943,3,6210,1596,1000,573,1276,FAC437
2020,Upper East,DISTRICT1943,4,8658,1904,3609,1525,3729,FAC437
2020,Upper East,DISTRICT1943,1,8424,1957,4080,632,2377,FAC3431
2020,Upper East,DISTRICT1943,2,5416,690,4351,1886,1219,FAC3431
