Year,Region,District,Cycle,3 to 11 months male,3 to 11 months female,12 to 59 months male,12 to 59 months female,ADR Name
2020,Eastern,DISTRICT133,4,5375,1112,4322,565,Nausea
2020,Eastern,DISTRICT133,1,4792,1722,4141,711,Nausea
2020,Eastern,DISTRICT133,2,6003,848,3042,953,Dizziness
2020,Eastern,DISTRICT133,3,7380,1471,1144,1963,Itching
2020,Eastern,DISTRICT133,4,7585,800,1875,1807,Irritability
2020,Eastern,DISTRICT133,1,2191,906,2012,1421,Hives
2020,Eastern,DISTRICT133,2,7771,754,4312,1191,Vomiting
2020,Eastern,DISTRICT133,3,2224,1449,1867,1136,Hives
2020,Eastern,DISTRICT133,4,4078,856,2427,1055,Dizziness
2020,Eastern,DISTRICT133,1,9003,1390,3594,650,Abdominal pain
2020,Eastern,DISTRICT133,2,4274,506,933,1168,Drowsiness
2020,Eastern,DISTRICT133,3,9520,818,2494,1536,Nausea
2020,Eastern,DISTRICT133,4,4601,1233,4880,1424,Insomnia
2020,Eastern,DISTRICT7516,1,1445,1686,4888,1782,Abdominal pain
2020,Eastern,DISTRICT7516,2,5112,1493,4721,1014,Diarrhea
2020,Eastern,DISTRICT7516,3,4852,1494,2774,1964,Hives
2020,Eastern,DISTRICT7516,4,2390,1132,4656,1203,Drowsiness
2020,Eastern,DISTRICT7516,1,2698,1285,1446,1112,Diarrhea
2020,Eastern,DISTRICT7516,2,8303,1359,3662,1025,Abdominal pain
2020,Eastern,DISTRICT7516,3,9083,1381,2222,1476,Dizziness
2020,Eastern,DISTRICT7516,4,6200,1216,3441,1968,Vomiting
2020,Eastern,DISTRICT9725,1,5765,1516,1041,1223,Itching
2020,Eastern,DISTRICT9725,2,8686,1069,3358,1038,Irritability
2020,Eastern,DISTRICT9725,3,8205,1294,2162,1990,Nausea
2020,Eastern,DISTRICT9725,4,2113,1880,4729,1316,Insomnia
2020,Eastern,DISTRICT9725,1,1027,810,2665,1433,Drowsiness
2020,Eastern,DISTRICT9725,2,2202,1688,2915,1885,Abdominal pain
2020,Eastern,DISTRICT9725,3,3684,1832,4592,1112,Rash
2020,Eastern,DISTRICT9725,4,4970,1641,2280,769,Dizziness
2020,Eastern,DISTRICT4103,1,6405,1100,1533,632,Nausea
2020,Eastern,DISTRICT4103,2,1782,809,1421,701,Diarrhea
2020,Eastern,DISTRICT4103,3,3097,784,3695,1123,Dizziness
2020,Eastern,DISTRICT4103,4,4789,879,1460,805,Abdominal pain
2020,Eastern,DISTRICT4103,1,7366,1874,4021,883,Irritability
2020,Eastern,DISTRICT4103,2,9718,1212,1512,1620,Irritability
2020,Eastern,DISTRICT4103,3,9715,1673,3471,1374,Rash
2020,Eastern,DISTRICT4103,4,3125,882,1324,1929,Vomiting
2020,Eastern,DISTRICT4103,1,9863,1153,3687,1825,Drowsiness
2020,Eastern,DISTRICT4103,2,5965,1917,1894,1357,Vomiting
2020,Eastern,DISTRICT4103,3,4645,1916,4737,1638,Abdominal pain
2020,Eastern,DISTRICT4103,4,9501,722,1359,1503,Diarrhea
2020,Eastern,DISTRICT4103,1,6621,1712,4876,710,Rash
2020,Eastern,DISTRICT4103,2,4522,1187,2322,964,Dizziness
2020,Eastern,DISTRICT4103,3,3526,1240,2578,1185,Nausea
2020,Eastern,DISTRICT4103,4,9697,1209,2561,1758,Nausea
2020,Eastern,DISTRICT4103,1,6367,1194,1499,898,Diarrhea
2020,Eastern,DISTRICT4103,2,5101,1920,2558,1955,Nausea
2020,Eastern,DISTRICT4103,3,4995,1913,3893,1925,Irritability
2020,Eastern,DISTRICT4103,4,8356,1484,2199,1884,Dizziness
2020,Eastern,DISTRICT969,1,2451,1434,2375,1978,Insomnia
2020,Eastern,DISTRICT969,2,9083,1699,4644,1013,Insomnia
2020,Eastern,DISTRICT969,3,7579,1402,1257,1679,Diarrhea
2020,Eastern,DISTRICT969,4,1079,1397,2531,1921,Itching
2020,Eastern,DISTRICT969,1,8617,1724,1802,1155,Insomnia
2020,Eastern,DISTRICT969,2,1709,1370,2055,1194,Abdominal pain
2020,Eastern,DISTRICT969,3,8124,1978,4575,1764,Itching
2020,Eastern,DISTRICT969,4,1981,1694,3388,1383,Dizziness
2020,Eastern,DISTRICT969,1,3921,1527,4503,1273,Insomnia
2020,Eastern,DISTRICT969,2,2591,1124,2572,1255,Drowsiness
2020,Eastern,DISTRICT969,3,6112,1531,3351,1114,Hives
2020,Eastern,DISTRICT969,4,8070,1023,1069,1199,Dizziness
2020,Eastern,DISTRICT969,1,4362,1769,2164,1990,Irritability
2020,Eastern,DISTRICT969,2,9041,1237,3017,1700,Diarrhea
2020,Eastern,DISTRICT969,3,6429,935,2653,1297,Itching
2020,Eastern,DISTRICT969,4,1471,1467,4521,532,Hives
2020,Greater Accra,DISTRICT9066,1,1364,1086,1330,1443,Rash
2020,Greater Accra,DISTRICT9066,2,3769,685,1487,1757,Irritability
2020,Greater Accra,DISTRICT9066,3,6150,1304,1106,1693,Rash
2020,Greater Accra,DISTRICT9066,4,5654,960,4767,1730,Irritability
2020,Greater Accra,DISTRICT4203,1,6386,547,1244,1448,Irritability
2020,Greater Accra,DISTRICT4203,2,8376,1018,2039,1325,Vomiting
2020,Greater Accra,DISTRICT4203,3,6426,1973,1639,1195,Drowsiness
2020,Greater Accra,DISTRICT4203,4,6299,1384,3745,1093,Drowsiness
2020,Greater Accra,DISTRICT4203,1,9352,1427,4148,758,Rash
2020,Greater Accra,DISTRICT4203,2,8097,1350,1777,1973,Vomiting
2020,Greater Accra,DISTRICT4203,3,5375,1471,3356,1574,Dizziness
2020,Greater Accra,DISTRICT4203,4,7443,1203,1551,1131,Irritability
2020,Greater Accra,DISTRICT4203,1,3453,697,3360,1209,Vomiting
2020,Greater Accra,DISTRICT4203,2,9897,1537,4528,1443,Vomiting
2020,Greater Accra,DISTRICT4203,3,8427,1293,1368,1448,Hives
2020,Greater Accra,DISTRICT4203,4,7782,1565,2484,1687,Drowsiness
2020,Greater Accra,DISTRICT4203,1,8499,1886,3445,1794,Diarrhea
2020,Greater Accra,DISTRICT4203,2,3311,1176,3419,1285,Abdominal pain
2020,Greater Accra,DISTRICT4203,3,4118,1991,2888,1218,Abdominal pain
2020,Greater Accra,DISTRICT4203,4,9082,1828,1026,1442,Insomnia
2020,Greater Accra,DISTRICT4203,1,9034,1653,1995,1362,Nausea
2020,Greater Accra,DISTRICT4203,2,6653,626,3821,705,Dizziness
2020,Greater Accra,DISTRICT4203,3,4245,1663,3895,885,Diarrhea
2020,Greater Accra,DISTRICT4203,4,4915,741,1631,1953,Vomiting
2020,Northern,DISTRICT3250,1,1445,1955,1967,1135,Irritability
2020,Northern,DISTRICT3250,2,1988,1246,3931,967,Itching
2020,Northern,DISTRICT3250,3,6993,1805,4218,1548,Vomiting
2020,Northern,DISTRICT3250,4,3307,1612,1102,1364,Insomnia
2020,Northern,DISTRICT3250,1,7116,1817,3029,524,Irritability
2020,Northern,DISTRICT3250,2,3426,1462,1366,583,Irritability
2020,Northern,DISTRICT3250,3,1607,1283,4483,1763,Abdominal pain
2020,Northern,DISTRICT3250,4,3696,1266,1172,1676,Dizziness
2020,Northern,DISTRICT3250,1,6142,1398,3446,1025,Insomnia
2020,Northern,DISTRICT3250,2,3081,567,3416,1413,Drowsiness
2020,Northern,DISTRICT3250,3,8010,1531,3677,548,Itching
2020,Northern,DISTRICT3250,4,8215,1718,3175,1446,Nausea
2020,Northern,DISTRICT3250,1,5311,1518,1540,836,Irritability
2020,Northern,DISTRICT3250,2,1133,1237,4033,1543,Hives
2020,Northern,DISTRICT3250,3,3300,1222,812,1649,Itching
2020,Northern,DISTRICT3250,4,6546,780,1900,1838,Itching
2020,Northern,DISTRICT3250,1,2146,1960,3374,778,Dizziness
2020,Northern,DISTRICT3250,2,1459,813,1191,1452,Insomnia
2020,Northern,DISTRICT3250,3,4552,1325,1212,924,Diarrhea
2020,Northern,DISTRICT3250,4,3988,726,2084,1852,Itching
2020,Northern,DISTRICT6141,1,7669,1053,3748,1742,Nausea
2020,Northern,DISTRICT6141,2,9706,1376,1191,1395,Insomnia
2020,Northern,DISTRICT6141,3,4235,1138,3251,1500,Hives
2020,Northern,DISTRICT6141,4,5701,1861,3785,1881,Hives
2020,Northern,DISTRICT6141,1,3766,1801,2166,1734,Nausea
2020,Northern,DISTRICT6141,2,8423,1577,1223,1175,Drowsiness
2020,Northern,DISTRICT6141,3,2475,1767,4006,1879,Vomiting
2020,Northern,DISTRICT6141,4,2508,1655,4602,1007,Nausea
2020,Northern,DISTRICT8924,1,8869,1820,2491,1663,Abdominal pain
2020,Northern,DISTRICT8924,2,7519,531,4076,1457,Irritability
2020,Northern,DISTRICT8924,3,8485,1453,3057,1213,Nausea
2020,Northern,DISTRICT8924,4,8889,1800,2709,1052,Insomnia
2020,Northern,DISTRICT8924,1,8999,1992,2053,1770,Irritability
2020,Northern,DISTRICT8924,2,6869,1196,1796,1481,Drowsiness
2020,Northern,DISTRICT8924,3,4474,1284,1853,662,Drowsiness
2020,Northern,DISTRICT8924,4,6855,822,1117,1023,Abdominal pain
2020,Northern,DISTRICT8924,1,3497,647,975,1799,Vomiting
2020,Northern,DISTRICT8924,2,1395,927,1174,1732,Irritability
2020,Northern,DISTRICT8924,3,1556,610,4765,994,Hives
2020,Northern,DISTRICT8924,4,8819,844,3257,593,Itching
2020,Northern,DISTRICT8414,1,1358,1624,2425,1513,Nausea
2020,Northern,DISTRICT8414,2,3380,518,2909,713,Itching
2020,Northern,DISTRICT8414,3,7705,723,2317,561,Diarrhea
2020,Northern,DISTRICT8414,4,7224,1672,3607,959,Irritability
2020,Northern,DISTRICT8414,1,6898,1030,4374,995,Drowsiness
2020,Northern,DISTRICT8414,2,2473,1659,4215,678,Nausea
2020,Northern,DISTRICT8414,3,2851,1759,4626,1533,Diarrhea
2020,Northern,DISTRICT8414,4,7302,1983,2939,1929,Hives
2020,Northern,DISTRICT8414,1,6123,795,2510,1131,Itching
2020,Northern,DISTRICT8414,2,9058,1104,1204,591,Abdominal pain
2020,Northern,DISTRICT8414,3,8048,740,1922,1614,Dizziness
2020,Northern,DISTRICT8414,4,1899,1073,1102,1842,Drowsiness
2020,Northern,DISTRICT4662,1,2766,1222,4604,1595,Diarrhea
2020,Northern,DISTRICT4662,2,9562,1242,2779,1144,Irritability
2020,Northern,DISTRICT4662,3,2128,1775,4129,764,Vomiting
2020,Northern,DISTRICT4662,4,8072,1068,4334,768,Dizziness
2020,Upper East,DISTRICT4109,1,9815,1793,1167,1473,Drowsiness
2020,Upper East,DISTRICT4109,2,2970,1854,4813,1007,Dizziness
2020,Upper East,DISTRICT4109,3,2982,513,4298,1636,Hives
2020,Upper East,DISTRICT4109,4,1736,593,3801,1350,Dizziness
2020,Upper East,DISTRICT4109,1,1398,690,3004,1868,Abdominal pain
2020,Upper East,DISTRICT4109,2,2753,531,3310,517,Irritability
2020,Upper East,DISTRICT4109,3,5824,1163,2065,1607,Irritability
2020,Upper East,DISTRICT4109,4,1015,951,3773,1361,Hives
2020,Upper East,DISTRICT4109,1,1146,1066,4850,1731,Diarrhea
2020,Upper East,DISTRICT4109,2,7113,653,943,995,Rash
2020,Upper East,DISTRICT4109,3,7785,1310,3740,762,Rash
2020,Upper East,DISTRICT4109,4,4544,1891,1671,717,Diarrhea
2020,Upper East,DISTRICT4109,1,6506,960,3557,1236,Dizziness
2020,Upper East,DISTRICT4109,2,5241,853,2582,969,Rash
2020,Upper East,DISTRICT4109,3,6780,795,2181,1707,Hives
2020,Upper East,DISTRICT4109,4,4354,1480,2284,510,Abdominal pain
2020,Upper East,DISTRICT1558,1,7605,942,2360,1209,Drowsiness
2020,Upper East,DISTRICT1558,2,2611,717,1548,1273,Vomiting
2020,Upper East,DISTRICT1558,3,3573,773,4062,1119,Irritability
2020,Upper East,DISTRICT1558,4,5330,1055,4011,966,Vomiting
2020,Upper East,DISTRICT1558,1,9998,1974,2966,1413,Irritability
2020,Upper East,DISTRICT1558,2,2423,677,2723,1010,Drowsiness
2020,Upper East,DISTRICT1558,3,4383,733,3795,721,Dizziness
2020,Upper East,DISTRICT1558,4,9351,1483,4353,1782,Vomiting
2020,Upper East,DISTRICT1558,1,5026,1393,4433,1186,Diarrhea
2020,Upper East,DISTRICT1558,2,6680,768,2565,670,Abdominal pain
2020,Upper East,DISTRICT1558,3,6408,1214,897,1317,Diarrhea
2020,Upper East,DISTRICT1558,4,8622,500,3133,601,Abdominal pain
2020,Upper East,DISTRICT1558,1,9655,733,3535,642,Abdominal pain
2020,Upper East,DISTRICT1558,2,9217,1114,1506,1455,Diarrhea
2020,Upper East,DISTRICT1558,3,1045,1639,4510,1676,Rash
2020,Upper East,DISTRICT1558,4,9064,1472,3996,1196,Irritability
2020,Upper West,DISTRICT9228,1,5412,1769,2922,831,Rash
2020,Upper West,DISTRICT9228,2,5805,599,4911,1687,Itching
2020,Upper West,DISTRICT9228,3,1009,1133,1090,869,Hives
2020,Upper West,DISTRICT9228,4,8671,1539,3067,1695,Dizziness
2020,Upper West,DISTRICT9228,1,8615,504,3120,1274,Irritability
2020,Upper West,DISTRICT9228,2,4547,1822,3384,778,Hives
2020,Upper West,DISTRICT9228,3,8690,1291,2898,1287,Hives
2020,Upper West,DISTRICT9228,4,8246,1416,3872,670,Hives
2020,Upper West,DISTRICT9228,1,9215,1240,3730,1848,Nausea
2020,Upper West,DISTRICT9228,2,2324,1200,2321,1467,Diarrhea
2020,Upper West,DISTRICT9228,3,3093,1617,2463,870,Abdominal pain
2020,Upper West,DISTRICT9228,4,8214,1878,3499,923,Dizziness
2020,Upper West,DISTRICT6060,1,7655,1217,4811,1322,Itching
2020,Upper West,DISTRICT6060,2,9479,641,4740,1294,Drowsiness
2020,Upper West,DISTRICT6060,3,3164,1346,2757,1803,Diarrhea
2020,Upper West,DISTRICT6060,4,7870,757,3200,662,Insomnia
2020,Upper West,DISTRICT6060,1,6275,1064,1760,1060,Nausea
2020,Upper West,DISTRICT6060,2,2191,1834,3557,1823,Drowsiness
2020,Upper West,DISTRICT6060,3,7709,964,4702,1803,Diarrhea
2020,Upper West,DISTRICT6060,4,8067,1598,1705,1765,Rash
2020,Upper West,DISTRICT6060,1,5816,1580,3381,1219,Hives
2020,Upper West,DISTRICT6060,2,2182,1675,4896,1586,Abdominal pain
2020,Upper West,DISTRICT6060,3,1395,708,4695,1644,Abdominal pain
2020,Upper West,DISTRICT6060,4,7136,960,2337,1324,Itching
2020,Upper West,DISTRICT6060,1,9658,729,3987,1889,Irritability
2020,Upper West,DISTRICT6060,2,2622,821,4508,1453,Irritability
2020,Upper West,DISTRICT6060,3,4596,671,3012,1579,Vomiting
2020,Upper West,DISTRICT6060,4,6166,1210,3598,750,Insomnia
2020,Upper West,DISTRICT2229,1,7956,500,1106,1781,Vomiting
2020,Upper West,DISTRICT2229,2,8804,1012,1765,1939,Itching
2020,Upper West,DISTRICT2229,3,6497,1808,4428,1610,Hives
2020,Upper West,DISTRICT2229,4,6238,1820,2731,1015,Irritability
2020,Upper West,DISTRICT2229,1,6064,1279,980,1006,Drowsiness
2020,Upper West,DISTRICT2229,2,3821,1340,3096,1592,Insomnia
2020,Upper West,DISTRICT2229,3,6797,715,3501,1915,Hives
2020,Upper West,DISTRICT2229,4,9010,1490,4546,773,Hives
2020,Upper West,DISTRICT826,1,3174,1195,2571,1468,Itching
2020,Upper West,DISTRICT826,2,7098,1205,4516,1650,Hives
2020,Upper West,DISTRICT826,3,2552,818,3616,932,Abdominal pain
2020,Upper West,DISTRICT826,4,3023,885,977,1589,Rash
2020,Upper West,DISTRICT826,1,8998,1002,1077,1013,Dizziness
2020,Upper West,DISTRICT826,2,5383,1057,1749,1776,Nausea
2020,Upper West,DISTRICT826,3,1449,1627,1647,803,Itching
2020,Upper West,DISTRICT826,4,1278,663,1882,1266,Rash
2020,Upper West,DISTRICT7442,1,4986,1710,4276,970,Irritability
2020,Upper West,DISTRICT7442,2,4793,608,1626,1968,Rash
2020,Upper West,DISTRICT7442,3,2947,668,3241,900,Abdominal pain
2020,Upper West,DISTRICT7442,4,3647,1887,3203,994,Vomiting
2020,Upper West,DISTRICT7442,1,9282,1994,1994,1614,Nausea
2020,Upper West,DISTRICT7442,2,6550,698,4636,1021,Abdominal pain
2020,Upper West,DISTRICT7442,3,2956,1069,4698,738,Abdominal pain
2020,Upper West,DISTRICT7442,4,1492,1191,3553,739,Insomnia
2020,Volta,DISTRICT3111,1,3193,942,2672,683,Dizziness
2020,Volta,DISTRICT3111,2,3219,606,1466,709,Abdominal pain
2020,Volta,DISTRICT3111,3,8809,784,2485,1132,Irritability
2020,Volta,DISTRICT3111,4,1170,978,1015,1869,Abdominal pain
2020,Volta,DISTRICT9014,1,8607,1110,1497,1410,Insomnia
2020,Volta,DISTRICT9014,2,8127,1683,3133,1136,Itching
2020,Volta,DISTRICT9014,3,4692,514,1019,1743,Drowsiness
2020,Volta,DISTRICT9014,4,5261,1281,4002,541,Itching
2020,Volta,DISTRICT9014,1,9948,958,3824,1666,Insomnia
2020,Volta,DISTRICT9014,2,2371,1262,2181,820,Drowsiness
2020,Volta,DISTRICT9014,3,1081,1593,1302,1796,Itching
2020,Volta,DISTRICT9014,4,3305,572,2023,1914,Nausea
2020,Volta,DISTRICT9014,1,5548,571,2995,1293,Dizziness
2020,Volta,DISTRICT9014,2,7563,1047,1605,1852,Irritability
2020,Volta,DISTRICT9014,3,1432,1285,3136,700,Vomiting
2020,Volta,DISTRICT9014,4,7173,1530,1469,1600,Nausea
2020,Volta,DISTRICT9014,1,7922,1167,3582,967,Insomnia
2020,Volta,DISTRICT9014,2,4652,1447,879,1414,Irritability
2020,Volta,DISTRICT9014,3,5361,1564,1152,734,Hives
2020,Volta,DISTRICT9014,4,6322,1287,2130,1279,Itching
2020,Western,DISTRICT5858,1,3253,525,1445,1372,Insomnia
2020,Western,DISTRICT5858,2,9946,1725,3996,834,Irritability
2020,Western,DISTRICT5858,3,3061,1569,2303,1978,Diarrhea
2020,Western,DISTRICT5858,4,2182,920,4026,1283,Insomnia
2020,Western,DISTRICT5858,1,2519,1284,2698,1721,Abdominal pain
2020,Western,DISTRICT5858,2,1155,1603,1397,779,Vomiting
2020,Western,DISTRICT5858,3,3528,1706,2019,1680,Itching
2020,Western,DISTRICT5858,4,5272,675,2587,1610,Drowsiness
2020,Western,DISTRICT6190,1,9603,1873,1149,998,Hives
2020,Western,DISTRICT6190,2,6662,1198,3166,1782,Itching
2020,Western,DISTRICT6190,3,3161,1712,1741,552,Irritability
2020,Western,DISTRICT6190,4,2580,730,2679,514,Vomiting
2020,Western,DISTRICT6190,1,9750,583,3273,1429,Hives
2020,Western,DISTRICT6190,2,8592,1537,4032,1429,Nausea
2020,Western,DISTRICT6190,3,2096,1351,2732,1815,Hives
2020,Western,DISTRICT6190,4,2238,1883,4427,1522,Drowsiness
2020,Western,DISTRICT6190,1,9178,1427,2518,507,Nausea
2020,Western,DISTRICT6190,2,6464,1010,2075,1230,Drowsiness
2020,Western,DISTRICT6190,3,8374,632,3099,741,Vomiting
2020,Western,DISTRICT6190,4,3810,968,1335,1514,Irritability
2020,Western,DISTRICT6190,1,5272,521,3187,687,Abdominal pain
2020,Western,DISTRICT6190,2,8165,1268,2721,1878,Abdominal pain
2020,Western,DISTRICT6190,3,1162,1988,3124,1542,Rash
2020,Western,DISTRICT6190,4,1424,1926,3724,784,Abdominal pain
2020,Western,DISTRICT6190,1,1216,762,4855,535,Diarrhea
2020,Western,DISTRICT6190,2,6357,1415,1570,1192,Dizziness
2020,Western,DISTRICT6190,3,8281,830,1113,1490,Abdominal pain
2020,Western,DISTRICT6190,4,3257,1526,852,1494,Vomiting
2020,Western,DISTRICT2204,1,2324,1363,1981,612,Diarrhea
2020,Western,DISTRICT2204,2,5467,782,971,997,Nausea
2020,Western,DISTRICT2204,3,3548,1984,2670,689,Vomiting
2020,Western,DISTRICT2204,4,5927,921,1769,1534,Vomiting
2020,Western,DISTRICT2204,1,5682,1944,880,1799,Vomiting
2020,Western,DISTRICT2204,2,2481,808,4284,1317,Hives
2020,Western,DISTRICT2204,3,2288,559,1009,788,Dizziness
2020,Western,DISTRICT2204,4,1079,836,4238,631,Vomiting
2020,Western,DISTRICT3063,1,8741,1897,2307,993,Hives
2020,Western,DISTRICT3063,2,7410,727,881,1904,Itching
2020,Western,DISTRICT3063,3,5132,1257,4874,1345,Rash
2020,Western,DISTRICT3063,4,5401,1517,4683,1819,Itching
2020,Western,DISTRICT3063,1,1510,1567,1968,1575,Insomnia
2020,Western,DISTRICT3063,2,7197,1652,1451,1766,Drowsiness
2020,Western,DISTRICT3063,3,9208,1887,4105,1025,Diarrhea
2020,Western,DISTRICT3063,4,1707,1778,1643,1994,Abdominal pain
2020,Western,DISTRICT3063,1,3785,587,3801,1156,Nausea
2020,Western,DISTRICT3063,2,7440,553,1786,1294,Insomnia
2020,Western,DISTRICT3063,3,8979,620,2092,1350,Abdominal pain
2020,Western,DISTRICT3063,4,3922,1025,1480,1884,Diarrhea
2020,Savannah,DISTRICT8966,1,2520,547,2504,1368,Vomiting
2020,Savannah,DISTRICT8966,2,7001,1961,3894,1344,Irritability
2020,Savannah,DISTRICT8966,3,9188,1889,4389,1183,Drowsiness
2020,Savannah,DISTRICT8966,4,9076,631,2632,1104,Irritability
2020,Savannah,DISTRICT8966,1,5850,648,3727,1649,Hives
2020,Savannah,DISTRICT8966,2,6282,856,2210,1700,Itching
2020,Savannah,DISTRICT8966,3,5388,1073,2522,677,Vomiting
2020,Savannah,DISTRICT8966,4,6693,1989,3822,1732,Hives
2020,Savannah,DISTRICT8966,1,3478,934,2548,880,Insomnia
2020,Savannah,DISTRICT8966,2,6614,1416,4639,900,Rash
2020,Savannah,DISTRICT8966,3,8894,1533,1943,578,Diarrhea
2020,Savannah,DISTRICT8966,4,8271,945,3989,787,Nausea
2020,Savannah,DISTRICT8966,1,7046,1145,4329,1574,Insomnia
2020,Savannah,DISTRICT8966,2,7118,1018,4899,652,Insomnia
2020,Savannah,DISTRICT8966,3,9488,725,866,552,Insomnia
2020,Savannah,DISTRICT8966,4,3799,593,1979,1424,Diarrhea
2020,Savannah,DISTRICT8966,1,5171,625,2722,975,Dizziness
2020,Savannah,DISTRICT8966,2,5113,1410,1175,1786,Nausea
2020,Savannah,DISTRICT8966,3,2717,1261,3960,1698,Drowsiness
2020,Savannah,DISTRICT8966,4,6196,1374,4381,1874,Diarrhea
2020,Bono East,DISTRICT8418,1,6716,1033,2868,590,Nausea
2020,Bono East,DISTRICT8418,2,1602,1765,2966,1190,Drowsiness
2020,Bono East,DISTRICT8418,3,5338,1325,4074,1971,Dizziness
2020,Bono East,DISTRICT8418,4,4106,1711,849,1974,Drowsiness
2020,Bono East,DISTRICT8418,1,7319,1968,3985,1957,Itching
2020,Bono East,DISTRICT8418,2,1134,1384,3839,1618,Itching
2020,Bono East,DISTRICT8418,3,5820,1424,3815,1336,Drowsiness
2020,Bono East,DISTRICT8418,4,3096,1422,3548,1940,Hives
2020,Bono East,DISTRICT3690,1,3255,609,3805,1866,Diarrhea
2020,Bono East,DISTRICT3690,2,9014,1567,2396,759,Rash
2020,Bono East,DISTRICT3690,3,3500,687,4797,1725,Diarrhea
2020,Bono East,DISTRICT3690,4,8512,1992,2286,1212,Itching
2020,Bono East,DISTRICT3690,1,4074,1183,3492,1369,Abdominal pain
2020,Bono East,DISTRICT3690,2,3977,1419,1908,1108,Irritability
2020,Bono East,DISTRICT3690,3,9036,722,3957,1339,Diarrhea
2020,Bono East,DISTRICT3690,4,2827,1114,2169,1649,Irritability
2020,Bono East,DISTRICT3690,1,4077,698,1838,1475,Vomiting
2020,Bono East,DISTRICT3690,2,2315,1781,2829,1867,Rash
2020,Bono East,DISTRICT3690,3,4652,1223,1765,673,Hives
2020,Bono East,DISTRICT3690,4,2725,1721,3660,1949,Dizziness
2020,Bono East,DISTRICT3690,1,8320,715,1075,1793,Insomnia
2020,Bono East,DISTRICT3690,2,2361,1280,1677,530,Abdominal pain
2020,Bono East,DISTRICT3690,3,6108,1881,1545,1572,Dizziness
2020,Bono East,DISTRICT3690,4,6684,1575,1620,1598,Dizziness
2020,Bono East,DISTRICT3690,1,3173,1938,2332,825,Diarrhea
2020,Bono East,DISTRICT3690,2,1687,1797,1831,1285,Abdominal pain
2020,Bono East,DISTRICT3690,3,9474,757,4215,1374,Abdominal pain
2020,Bono East,DISTRICT3690,4,8357,1250,4327,1222,Hives
2020,Bono East,DISTRICT8729,1,1220,1319,4628,632,Diarrhea
2020,Bono East,DISTRICT8729,2,3648,1249,2308,1013,Vomiting
2020,Bono East,DISTRICT8729,3,4476,958,3689,1757,Dizziness
2020,Bono East,DISTRICT8729,4,7744,1210,3896,1312,Vomiting
2020,Bono East,DISTRICT8729,1,3381,674,4865,1716,Abdominal pain
2020,Bono East,DISTRICT8729,2,5747,1207,2268,576,Abdominal pain
2020,Bono East,DISTRICT8729,3,8496,712,2357,878,Itching
2020,Bono East,DISTRICT8729,4,9805,995,2074,1142,Hives
2020,Bono East,DISTRICT8729,1,3725,519,3484,652,Hives
2020,Bono East,DISTRICT8729,2,3578,1065,4685,1487,Diarrhea
2020,Bono East,DISTRICT8729,3,9318,862,3816,988,Hives
2020,Bono East,DISTRICT8729,4,6336,1279,3268,1763,Diarrhea
2020,Oti,DISTRICT7492,1,2528,1937,4547,1498,Nausea
2020,Oti,DISTRICT7492,2,8303,725,3159,574,Irritability
2020,Oti,DISTRICT7492,3,1713,1827,1352,1492,Vomiting
2020,Oti,DISTRICT7492,4,3521,1973,4867,1289,Insomnia
2020,Oti,DISTRICT7492,1,5686,1852,4898,1312,Insomnia
2020,Oti,DISTRICT7492,2,4128,1307,1911,614,Insomnia
2020,Oti,DISTRICT7492,3,2239,1695,1476,1112,Abdominal pain
2020,Oti,DISTRICT7492,4,6775,1958,4716,1719,Hives
2020,Oti,DISTRICT7492,1,1567,1164,3486,782,Nausea
2020,Oti,DISTRICT7492,2,9419,1962,4628,608,Vomiting
2020,Oti,DISTRICT7492,3,4153,620,2113,1223,Diarrhea
2020,Oti,DISTRICT7492,4,1673,1303,2617,1636,Drowsiness
2020,Oti,DISTRICT7492,1,4712,955,1847,1031,Insomnia
2020,Oti,DISTRICT7492,2,8395,939,2718,1019,Hives
2020,Oti,DISTRICT7492,3,9493,1587,2824,1196,Drowsiness
2020,Oti,DISTRICT7492,4,7067,1406,4333,1625,Itching
2020,Ahafo,DISTRICT4391,1,3802,1330,973,1278,Abdominal pain
2020,Ahafo,DISTRICT4391,2,4914,1969,2453,1091,Diarrhea
2020,Ahafo,DISTRICT4391,3,1323,627,3033,1177,Irritability
2020,Ahafo,DISTRICT4391,4,9528,1304,2562,1831,Irritability
2020,Ahafo,DISTRICT4391,1,4418,1910,3096,1588,Dizziness
2020,Ahafo,DISTRICT4391,2,6748,1033,1134,1158,Nausea
2020,Ahafo,DISTRICT4391,3,4467,995,3291,1037,Itching
2020,Ahafo,DISTRICT4391,4,8819,1249,2599,1613,Abdominal pain
2020,Ahafo,DISTRICT4391,1,2194,1897,2886,774,Itching
2020,Ahafo,DISTRICT4391,2,7345,1698,4444,1667,Dizziness
2020,Ahafo,DISTRICT4391,3,3026,1812,1527,1885,Hives
2020,Ahafo,DISTRICT4391,4,4046,1472,2005,1411,Hives
2020,Ahafo,DISTRICT9639,1,4643,917,3929,755,Drowsiness
